# DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
# KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# 
# THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE
# STN         NAME
# 961         Roermond    
# RD        : 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag
# SX        : codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC
# STN,YYYYMMDD,   RD,   SX
  961,19020120,    0,     
  961,19020121,    0,     
  961,19020122,   14,     
  961,19020123,    1,     
  961,19020124,    0,     
  961,19020125,   14,     
  961,19020126,   46,     
  961,19020127,    0,     
  961,19020128,    0,     
  961,19020129,   41,     
  961,19020130,   64,     
  961,19020131,   20,     
  961,19020201,    0,     
  961,19020202,    0,     
  961,19020203,    0,     
  961,19020204,    0,     
  961,19020205,    0,     
  961,19020206,    0,     
  961,19020207,    0,     
  961,19020208,  118,     
  961,19020209,   51,     
  961,19020210,   30,     
  961,19020211,    0,     
  961,19020212,    0,     
  961,19020213,    0,     
  961,19020214,    0,     
  961,19020215,    0,     
  961,19020216,    0,     
  961,19020217,    0,     
  961,19020218,    0,     
  961,19020219,    0,     
  961,19020220,    0,     
  961,19020221,   30,     
  961,19020222,    0,     
  961,19020223,    0,     
  961,19020224,    0,     
  961,19020225,    0,     
  961,19020226,    0,     
  961,19020227,    0,     
  961,19020228,   27,     
  961,19020301,   53,     
  961,19020302,    0,     
  961,19020303,    0,     
  961,19020304,    0,     
  961,19020305,    0,     
  961,19020306,    0,     
  961,19020307,    0,     
  961,19020308,    0,     
  961,19020309,    0,     
  961,19020310,   60,     
  961,19020311,    0,     
  961,19020312,    0,     
  961,19020313,    0,     
  961,19020314,    0,     
  961,19020315,    0,     
  961,19020316,   20,     
  961,19020317,   50,     
  961,19020318,   26,     
  961,19020319,    0,     
  961,19020320,    0,     
  961,19020321,    0,     
  961,19020322,   57,     
  961,19020323,   48,     
  961,19020324,    0,     
  961,19020325,   20,     
  961,19020326,   46,     
  961,19020327,   76,     
  961,19020328,   30,     
  961,19020329,   21,     
  961,19020330,   20,     
  961,19020331,   23,     
  961,19020401,    0,     
  961,19020402,    6,     
  961,19020403,    0,     
  961,19020404,    0,     
  961,19020405,    5,     
  961,19020406,   14,     
  961,19020407,   20,     
  961,19020408,   30,     
  961,19020409,    0,     
  961,19020410,    0,     
  961,19020411,    0,     
  961,19020412,    0,     
  961,19020413,    2,     
  961,19020414,    0,     
  961,19020415,   24,     
  961,19020416,    0,     
  961,19020417,    0,     
  961,19020418,   17,     
  961,19020419,    0,     
  961,19020420,    0,     
  961,19020421,    0,     
  961,19020422,    1,     
  961,19020423,    0,     
  961,19020424,  145,     
  961,19020425,   30,     
  961,19020426,    0,     
  961,19020427,    0,     
  961,19020428,    0,     
  961,19020429,    0,     
  961,19020430,    0,     
  961,19020501,    0,     
  961,19020502,   42,     
  961,19020503,    2,     
  961,19020504,    1,     
  961,19020505,   76,     
  961,19020506,    4,     
  961,19020507,   63,     
  961,19020508,    7,     
  961,19020509,   23,     
  961,19020510,   31,     
  961,19020511,   16,     
  961,19020512,    0,     
  961,19020513,   30,     
  961,19020514,   47,     
  961,19020515,   27,     
  961,19020516,   26,     
  961,19020517,   28,     
  961,19020518,   75,     
  961,19020519,   53,     
  961,19020520,    8,     
  961,19020521,   45,     
  961,19020522,   77,     
  961,19020523,    1,     
  961,19020524,   15,     
  961,19020525,   20,     
  961,19020526,   10,     
  961,19020527,    0,     
  961,19020528,    0,     
  961,19020529,    0,     
  961,19020530,    0,     
  961,19020531,   26,     
  961,19020601,   60,     
  961,19020602,    0,     
  961,19020603,    0,     
  961,19020604,    0,     
  961,19020605,    0,     
  961,19020606,   46,     
  961,19020607,    0,     
  961,19020608,   82,     
  961,19020609,   64,     
  961,19020610,   31,     
  961,19020611,   29,     
  961,19020612,    0,     
  961,19020613,    0,     
  961,19020614,   60,     
  961,19020615,   26,     
  961,19020616,   10,     
  961,19020617,   16,     
  961,19020618,   54,     
  961,19020619,    0,     
  961,19020620,    0,     
  961,19020621,    0,     
  961,19020622,   45,     
  961,19020623,    0,     
  961,19020624,   10,     
  961,19020625,    0,     
  961,19020626,    0,     
  961,19020627,    0,     
  961,19020628,    0,     
  961,19020629,    0,     
  961,19020630,    0,     
  961,19020701,    0,     
  961,19020702,   68,     
  961,19020703,   26,     
  961,19020704,    0,     
  961,19020705,    0,     
  961,19020706,    0,     
  961,19020707,    0,     
  961,19020708,    0,     
  961,19020709,    0,     
  961,19020710,    0,     
  961,19020711,   18,     
  961,19020712,   87,     
  961,19020713,   16,     
  961,19020714,    0,     
  961,19020715,    0,     
  961,19020716,    0,     
  961,19020717,   12,     
  961,19020718,    0,     
  961,19020719,    0,     
  961,19020720,    0,     
  961,19020721,   21,     
  961,19020722,   23,     
  961,19020723,    0,     
  961,19020724,   14,     
  961,19020725,   43,     
  961,19020726,   18,     
  961,19020727,    0,     
  961,19020728,   13,     
  961,19020729,    0,     
  961,19020730,   10,     
  961,19020731,    0,     
  961,19020801,   10,     
  961,19020802,    6,     
  961,19020803,    0,     
  961,19020804,    0,     
  961,19020805,    0,     
  961,19020806,   19,     
  961,19020807,    0,     
  961,19020808,   81,     
  961,19020809,   10,     
  961,19020810,  125,     
  961,19020811,    0,     
  961,19020812,   41,     
  961,19020813,    0,     
  961,19020814,   51,     
  961,19020815,    0,     
  961,19020816,   18,     
  961,19020817,    0,     
  961,19020818,   30,     
  961,19020819,   52,     
  961,19020820,   51,     
  961,19020821,   14,     
  961,19020822,   50,     
  961,19020823,    0,     
  961,19020824,    0,     
  961,19020825,    0,     
  961,19020826,   67,     
  961,19020827,   15,     
  961,19020828,  125,     
  961,19020829,    0,     
  961,19020830,    0,     
  961,19020831,  142,     
  961,19020901,   12,     
  961,19020902,    2,     
  961,19020903,    0,     
  961,19020904,    0,     
  961,19020905,   43,     
  961,19020906,  185,     
  961,19020907,   90,     
  961,19020908,    0,     
  961,19020909,    0,     
  961,19020910,    0,     
  961,19020911,    0,     
  961,19020912,    0,     
  961,19020913,   45,     
  961,19020914,  146,     
  961,19020915,    3,     
  961,19020916,    0,     
  961,19020917,    0,     
  961,19020918,    1,     
  961,19020919,    3,     
  961,19020920,    0,     
  961,19020921,    0,     
  961,19020922,    0,     
  961,19020923,    0,     
